target,uri,target_context,roberta_score
lol,http://modmyi.com/forums/iphone-news/820431-make-your-device-do-harlem-shake-new-free-jailbreak-tweak.html,"The audio from the harlem Shake video... I have it shaking right when the music says ""Do the harlem Shake"" LOL
03-13-2013, 07:24 AM #18
03-13-2013, 12:09 PM #19
Ack! I can't find it!!
03-13-2013, 12:11 PM #20
The Following User",1.0000
lol,http://ficwad.com/review/373982,"(in a good way of course) and i just want to guess what is gonna happen next but i cant lol. You are remarkable. Update urgently. Xo
-R (Twitter: @FOBsComeback)
i wake up and read your review and this just makes",1.0000
meh,http://observationdeck.kinja.com/from-a-to-z-in-the-80s-alphabet-part-12-l-1557716874,"that much.
I will feature my favorite song by them in the bonus quote. I don't hate 'em, just kinda ""meh"" about them in general. So...
L is for Level 42
This was their only real hit State-side. I like it.",1.0000
rad,http://bunchesofjoy.com/2012/06/26/babymoon-canada-style/,"rowing boathouse–I mean, could it be more perfect for the two of us? Oh, and there was also a super rad playground that I’m sure Mini Bunches will just love some day . . .
Yeah, we were those people.
It",1.0000
lol,http://bentoanarchy.blogspot.com/2011/02/panda-baby.html,"dance! I've got a whole year to practice and plan so I might just be able to pull it off, lol. I had so much fun mixing in some Chinese dance with my dance class last night, it made for great",1.0000
meh,http://www.babble.com/best-recipes/the-easiest-lasagna-recipe-ever/,"it has to do with the fact that my mom’s lasagna recipe seemed like a lot of work. Boiling noodles, meh. Twelve layers? Perhaps for a party. Hours of prep time to match the hour of cooking? No thanks. Then I",1.0000
meh,http://crazyofmen.blogspot.com/2009_12_01_archive.html,"other's minds, and then what? We'll talk about the weather? About his bigot wife who turned him into a fundie? Meh. He was my best friend for about 5 years, and we had an amazing time together. I definitely value that.",1.0000
bruh,http://www.belasco-comix.com/2010/12/cummin-in-winter-2011-principal-hard.html,"not. The books that you DO have available for printing - I WILL buy those...but I ain't trustin' the downloads bruh. Sorry...but got madd love for ya and will always support your work. Keep it up man... Best. D
Belasco, my",1.0000
rad,http://www.wheatpaste.com/2013/04/unique-mothers-day-gift-ideas/,"already tried it, and it’s a guaranteed stress-reliever.
If she loves luxury more than stretching, this gorgeous robe is a rad Mother’s Day gift idea from Uncommon Goods. What’s better than relaxing in a nice hot bubble bath and then getting",1.0000
yolo,http://www.thesuburbanjungle.com/a-sarcastic-look-at-19-common-things-that-could-kill-you-or-so-they-say,"you’re jealous, as we sound like a bunch of fun loving, young, hip mamas grabbing life by the horns. Duh, YOLO, right? The warnings below are real, just don’t quote me on the effects.
Be careful, reading this list may cause",1.0000
lol,http://www.boxingscene.com/forums/showpost.php?p=3884424&postcount=11,"than the average human, no jokes. its bizarre.
- my nickname is ""google"". i do really know everything about everything. lol.
- use of the words ""swag"", hater or gwap will make me wanna stab you.
funny ****ing ****",1.0000
meh,http://www.moddb.com/groups/anime-fans-of-moddb/images/lol7,"dang walawala bingbang
Oh I see what you did there.
Truth be told it had it's moments but it was meh to me in a way.
Ha lol, i'm gonna watch this for the lulz :D
its da ****
Well this",1.0000
lol,http://www.moddb.com/groups/anime-fans-of-moddb/images/lol7,"you did there.
Truth be told it had it's moments but it was meh to me in a way.
Ha lol, i'm gonna watch this for the lulz :D
its da ****
Well this scene was.
I had a good laugh",1.0000
thot,http://www.hotnewhiphop.com/RozayRichie/songs/,"haters who said Soulja wouldn't make it. Did you doubt King Soulja? Now look where he is (?).
You're A THOT
KE on the Track Feat. Cap 1, Tracy T & Mike Fresh
Since January, we've been running a feature called",1.0000
lol,http://www.mmo-champion.com/threads/1206177-Exactly-why-I-dont-PvE?p=18638435&viewfull=1,"but always keep in mind that if they don't go at your pace, it's their own fault. They can cry ""lol omg nub tank"" as much as they want, but the only nubs there are them.
For every group of rude",1.0000
vibe,http://www.demeterclarc.com/tag/jesus/,"fuck. Some artists work to win the entire crowd over, and others seem defeated by the unrelenting heat and too-cool-for-school vibe of the sweaty masses. Seriously, they could announce that Jesus, Whitney Houston, and Santa were going to sing a medley",1.0000
stfu,http://www.democratsforprogress.com/tag/rnc/,"kitchen scrubbing pots, and the women who have been permitted to dine alongside their male counterparts so long as they STFU and allow the men to not only dominate the dinner conversation, but choose which menu items the ladies will be",1.0000
stfu,http://www.raptorsrepublic.com/2009/02/11/resignjoeygrahamto4year60milliondollardealcom/,"and Leo accused the Raptors of not feeding the hot hand by looking elsewhere other than JO. Seriously, Leo, just STFU. There’s isn’t a player in this league that gets cold after he’s looked off for two possessions. I swear, if",1.0000
lol,http://www.sparkpeople.com/ma/The-Total-Gym/6/1/31479536,because it takes time to change positions but because it feels so great using it we don't want to stop LOL. The total gym is the only place I've ever gotten that pump feeling in my muscles...oh how I miss it.,1.0000
lol,http://www.kongregate.com/forums/5-the-arts/topics/10160-oc-doodles,"me some time to get used to it, but that’s cool. Took me a year to get comfortable with MSPaint, lol.
If I doodle some more, I’ll be sure to share them, yoz. And hope that EVENTUALLY I’ve have something actually",1.0000
hella,http://www.pof.com/interests/berner.aspx,"Men
Wasup, I like to smoke, drink whatever. If your down to smoke holla at me nd.ill burn it. Jus hella bored so I made this page. Im jus sittin here smokin in this fire ass dro. Hit me up. Oakland",1.0000
yolo,http://www.fmylife.com/member/TylerOMFG?page=1,"with my friends. I vaguely remembered visiting a tattoo parlour, but nothing prepared me for the sight of the words ""YOLO"" and ""MOFO"" tattooed across the fingers of my left and right hands. Now I'm officially a bandwagoning douchebag. FML
Today,",1.0000
meh,http://wow.allakhazam.com/forum.html?forum=43&mid=114850383474202803&p=77,"Are there worse things to be banned for? Yeah. Permaban is a bit harsh in some cases I admit, but meh.",1.0000
lol,http://songun-blog.blogspot.com/2008/08/breaking-dear-leader-kim-jong-il.html?showComment=1227926640000,"are seriously warped in your thinking your version of history is stupefying and your ""leader"" is dead and growing mold lol
I sincerely hope that you kill yourself before you become even more illusioned by your fantasies.
I still think this",1.0000
lmao,http://www.babygaga.com/t-1032189/21-days-and-a-wake-up.html?page=15,lmao.... so I came across this post while googling my name to see what came up. I completely forgot I ever,1.0000
lol,http://forscrappingoutloud.blogspot.com/2011/06/scraps-of-darkness-june-kit-reveal.html,"a little masking on the side to help break up the business, but I think it just added to it lol.
Thanks for stopping by and God Bless!!",1.0000
epic,http://www.fantastube.com/video-2000166402.html,fantasy. These three extremely beautiful babes satisfied any mans sexual fantasy and got freaky with each other. It was fucking epic and a scene you will never forget!,1.0000
lol,http://twitpic.com/2uxpwm,"the pic? Does that mean ""no I don't want you to put my feet on your wall""? right?
nice view lol;) You should definitely keep that to yourself- you two sweethearts have fun!
Yeah, the picture was there earlier yesterday but",1.0000
meh,http://geardiary.com/2008/08/14/the-palm-sprint-treo-800w-wm6-phone-review/,"pretty darn washed out and unremarkable…
Here is a “macro” picture taken from at close range; once again, pretty darn meh.
A quick note about the stylus: Yeah, it’s thin; yeah, it’s plastic; yeah, it could be better…but guess what? The",1.0000
lol,http://www.yesterdaystractors.com/cgi-bin/viewit.cgi?bd=crawlers&th=104702,"actually looked at, sorry.... maybe afterward. FYI, don't mean to rustle anyone's feathers but.... it might be misconstrued that way LOL !",1.0000
methinks,http://paloaltoonline.com/blogs/p/2009/09/18/wither-daytime-tv-soap-operas,"day, I really don't know what there is to watch these days, and I likely would not like my choices, methinks. The few times I have seen TV during the day, it is Jerry Springer and the like, and you can",1.0000
lol,http://melaniemuenchinger.blogspot.com/2008/10/ambrosia-flowers.html,"actually, it just makes me happy...(unless someone wants to publish it that is, then I will happily mail it out LOL!!)",1.0000
lol,http://silent-sam.newgrounds.com/news/post/871815,"i bet i know one for guys
Don't look so much to her or maybe your distraction costs your life, lol.
she already did :P
If it was made out of cake
good idea :3
which is better naked lara croft",1.0000
lol,http://silent-sam.newgrounds.com/news/post/871815,"not the girl i was just standing near and taking pics of her
Oh, well BE THE BIG DUMB GIRL
lol i'm happy with my penis
i am too.
better then saint row 4 man that game was shit it didn't",1.0000
lol,http://silent-sam.newgrounds.com/news/post/871815,"that game was shit it didn't feel like an gang game anymore its more like a crazy fucked up game lol
lol yeah i didn't try it but i heard about it
Well she could be more than half-naked...
good idea",1.0000
lol,http://silent-sam.newgrounds.com/news/post/871815,"game was shit it didn't feel like an gang game anymore its more like a crazy fucked up game lol
lol yeah i didn't try it but i heard about it
Well she could be more than half-naked...
good idea :P",1.0000
lol,http://perezhilton.com/2013-05-01-mariah-carey-nick-cannon-renew-vows-disneyland/?from=featured,"vows at mother 'effin DISNEYLAND!!
We've seen them go extravagant before, but this really takes the Tinkerbell-shaped caked!!
Okay, so LOL — we have no idea if they actually had a cake inspired by the famous fairy… BUT we do know",1.0000
lol,http://www.textsfromlastnight.com/Text-Replies-27977.html,"a bunch of pimple ridden 15 year olds trying to tell everyone how big their dicks are. No, it isn't.
Lol one day when you move out of your mommy and daddy's house you'll realize guys who are secure about themselves",1.0000
epic,http://fashionlab.3ds.com/stylish-solutions-for-plus-size-girls/,"It’s not so easy being chic, but it can be an epic battle when you’re not a skinny woman.
That’s not an option anymore to be struggled with weight and to try",1.0000
epic,http://www.guysgab.com/review-harrahs-resort-atlantic-city/,"The Pool After Dark, it’s going to get even crazier!
The following morning, we had breakfast at Sammy D’s (another EPIC meal) before heading out. It was an awesome trip, and we’ll definitely be coming back to Harrah’s in the near",1.0000
vibes,http://www.travelpod.com/travel-blog-entries/blondesontour/4/1360200719/tpod.html,"was rewarded by getting the crap bitten out of me by ants when I kindly let the bartender (of pure vibes, the good part of the hostel) dog out. Lovely wake up call. To be fair it really wasn't going to",1.0000
