target,uri,target_context,roberta_score
fire,https://wordpress585519.wordpress.com/2017/03/20/the-truth-about-blogging-no-one-tells-you-mondayblogs-blogging-amwriting/,"that lurks behind it.
Have a blog, they said. It will be fun, they said. Liars. Liars. Multiple pants on fire. Turns out that everyone really does have an opinion about everything. Many of those opinions will be misleading. Misleading is",1.0000
cooked,https://haroldgibbons.com/2013/02/21/updated-thoughts-on-crossfit/,"first-date hurdle. I’m not sure what will be more awkward: Me insisting on an FMS while our paleo-approved dinner is cooked, or her asking about my Fran time. Julie, I’ve never done Fran, and I probably never will.Well this is awkward…that’s",1.0000
troll,http://awfulannouncing.com/2013/video-brent-musburger-called-holly-rowe-smokin-tonight.html,"whether that was a giant middle finger to his critics, a joke to make light of the situation, brilliant reverse troll job, or the end of his announcing career. For the first time in the history of this website, I'm utterly",1.0000
yas,https://itunes.apple.com/us/podcast/poptarts/id1207399687?mt=2,"in iTunes|
||ExplicitPoptarts Episode 18: Broad City!||In the latest episode, Callie and Emily dive into Season 4 of Broad City. Yas Kween! We dig in to the crucial guest stars (RuPaul FTW), we debate whether money really does change everything, and",1.0000
vibes,https://sonntagskind.co/2017/08/31/barcelona-neighbourhood-guide/,"shops that you don’t know where to begin. But it’s also a place where you feel at home, have neighbourhood vibes and enchanting Gótico-like alleys with artisan shops all the way.
My favourite part of Born is the artisan district around",1.0000
lol,http://allnurses.com/men-in-nursing/need-serious-advice-137089.html,"you don't run from driving do you? Nursing is a good career (in my opinion but i'm going into it! lol) Nursing isn't the only job you can help people in, with a CJ degree you can help people - which",1.0000
hella,https://reedsreadsreview.com/2016/04/13/waiting-on-wednesday/,"month. Everything is so beautiful and it hurts but it is also oh-so-perfect at the same time. This book sounds hella interesting, if you know what I mean. Come on, are there any of us who have never been told to",1.0000
lol,http://katdelrio.blogspot.com/2009/09/finally-chain-letter-i-can-support.html,"author.)
So that's my name in books, lol. As Aaron said, ""So I tag everyone. On the planet. Dooooo it!"" Lol. Well, you heard (read?) the man. Get to it.",1.0000
lol,https://www.newgrounds.com/portal/view/460714/review_page/65?id=460714,"i am sure people feel this way after they have jacked off to a whiny girly who doesn't know complements. LOL BTW I am a girl, so I am allowed to say whiny (None 'yall bitches that are men are allowed",1.0000
lol,https://www.newgrounds.com/portal/view/460714/review_page/65?id=460714,"that are men are allowed to call us females whiny, ok???) Anyway, it was a very cool and thoughtful video. LOL I am an awesome person!!!!
Parody at it's best
Just love the parody, great work.
Genius, Two Thumbs Up!
Funny,",1.0000
epic,http://www.smashboxstudios.com/hype/7-reasons-2017-will-awesome/,"churning out boozy seltzers that skip added calories and sugar, becoming a dieter’s party drink dream.
Festival Season will be Epic!
The recent unveiling of the lineups for California’s Coachella and New York’s Governors Ball have been lauded as the best",1.0000
epic,http://www.newgirlintoon.co.uk/2017/09/wedding-anniversary-luxury-stay-south-causey-inn.html,"was just so damn good I really can't regret it.
Our lazy afternoon in the hot tub combined with an epic amount of food had finished us off and we practically crawled back to The Old Stable and were snuggled up",1.0000
lol,http://goodtimegirlblog.blogspot.com/2012/08/buy-3-get-1-free.html,"am so in love with all of it!
Should I have warned you guys that this post was PIC HEAVY!? LOL
Lot's of new stuff to share! Head on over to www.goodtimegirlshop.com and grab some new, hot jewelry! Love you all!",1.0000
vibe,https://distinctsound.wordpress.com/tag/hip-hop/,is what you need to be listening to. But before you download this mixtape make sure you are prepared to vibe out… And when we say “be prepared” if you are a true Jet Life or Taylor Gang fan then you,1.0000
fire,https://homethejaksmade.com/page/2/,"or does not do to her. Including, her not saying she is her best friend. Oh dear that’s a sure fire cry sesh!
Miss G on the other hand is the opposite of emotional. Nothing touches her. Tell her off and",1.0000
lol,https://www.fanfiction.net/r/6815802/,"cuz Finn would have totally written something waaaaay less poetic and romantic, like ""Dude, you rock my world!"" Or something. lol. Still a great fic; I especially love them running down the hallway like they did at the end; VERY reminiscent",1.0000
lol,https://nikitaland.wordpress.com/2011/09/28/pet-halloween-costumes-what-are-you-gonna-be/,"that makes our parents go “Aw, isn’t she just adorable?” There’s nothing we can do but just suck it up. LOL It shouldn’t be that bad, as Halloween is only one day, thank God, but we’ll deal with all the cutsie",1.0000
vibes,http://thenyereediaries.com/indian-summer/?replytocom=71,Hi Guys! I’m back with yet another ‘summer-inspired’ post. This one is inspired by the colours and vibes of the Indian summer. I recently took a trip to Bangalore for my graduation ceremony and then Bombay for the,1.0000
lol,https://glorifiedexcuse.wordpress.com/2010/08/16/prozac-baby/,"Here I am saying all this in refusal to take the drug, yet, I am on it as I type. Lol. Ironic.
But, what the hell right? I am in so much pain every day, I am willing to try anything",1.0000
savage,https://kristof.blogs.nytimes.com/2016/10/09/the-second-presidential-debate/,"about just that in America’s schools: https://t.co/9U81rrDml6
Trump says Clinton has “tremendous hate in her heart.” This is the most savage presidential debate I can remember.
Trump just said he never tweeted that people should check out a sex tape. Ugh,",1.0000
lol,http://gotitans.com/threads/game-16-texans-titans.90535/page-36,"not how many wins his team got.
How bout the fact 1 of those wins was against the mighty titans. Lol
Clever. About as clever as a franchise dumping millions into a o line that still sucks.
Or a franchise dumping",1.0000
lol,http://gotitans.com/threads/game-16-texans-titans.90535/page-36,"into a o line that still sucks.
Or a franchise dumping millions into a team that sucks
#1 pick. AGAIN.
lol. Hope you don't waste it on David Carr again
I like winning..... but neither team seems to share the same",1.0000
hella,https://andraehenry.wordpress.com/2015/10/,"so was I, the hair cut took up most of my time to be honest but I suppose it was hella worth it.
Back to the present and I’m sitting here in the ominous cafeteria, and for some reason it makes",1.0000
lol,http://humorgirl.blogspot.com/2005/08/lol-will-ferrell-is-soooooo-hilarious.html,"Girl...you are keeping some wicked hours! 2:21 AM!?!
I remember that episode. Will Farrell in that underwear is just wrong!!! LOL.
No shame... I love it! It's so funny! Great video...
that was so funny. even though i'm more of a",1.0000
epic,http://www.mtv.com/news/2815067/bane-rap-battle/,"We've heard of epic rap battles before, but there's one flow master you really don't want to challenge — because he will quite literally",1.0000
lol,http://inknscraphabits.blogspot.com/2013/07/missed-birthday.html,"On the inside I stamped the remaining portion of the greeting that reads ""You've had so many I've lost Track!"" LOL! It's starts off looking like a sincere belated birthday card and then the inside slams them with a funny punch",1.0000
epic,https://seoulcomplex.com/united-we-sone-816/,"whole promo cycle. Being edited out of shows.
Being excluded arbitrarily after those amazing teasers and a full week of epic promo.
Drawing huge numbers to TV shows and album sales outpacing manufacturing speed.
As fans, I don’t think we should,",1.0000
lol,http://manmartin.blogspot.com/2013/10/jamie-iredell-if-id-known-then-what-i.html,"wasn't so goddamn awesome that everyone will stop driving their cars to read it. I still haven't found ""my voice,"" LOL. I just keep punching keys on this keyboard because I can't help myself, and I hope that someday I'll read",1.0000
lol,http://carriesrandommusings2.blogspot.com/2012/11/wall-of-weird.html,"me listen to Pandora, take pictures, and keep up w/ my friends on the interwebs! and also words w/ friends. lol)
ttfn & you know, i feel a lot better... i think, even tho i know tomorrow will be stressy, i",1.0000
rad,http://wander-magazine.com/SouthernCalifornia/music/page/2/,"searching for, The Impeccable Pig or Maya Star for a trendy outfit for the evening, Laced with Romance for some rad vintage clothes or a taxidermied friend, or any one of the boutiques offering one-of-a-kind treasures.
WHERE TO DRESS UP YOUR",1.0000
tea,http://julsvern.blogspot.com/2016/06/tuesday-tea-time_28.html,Hello Tuesday Tea Timers! It's so great to be with you again this week. I have a confession to start off our today's,1.0000
hella,http://theshechef.blogspot.com/2008/12/04-dec-2008-you-know-your-boyfriend.html,"any kind of grown man to do AAAANYTHING. We'll also be hitting the gym also this week - that is HELLA Bleh for me, but I need to go. We already hit the Nike store for his running shoes (personally I",1.0000
vibe,http://au.boohoo.com/girls-gold-foil-crinkle-trouser-crop-set/KZZ97253.html,"loungewear, she’s going to want her very own matching tracksuit set. Camouflage and printed sets rock a cool ‘mini me’ vibe, or choose essential coordinating legging and top sets for easy style on the go. All the sass, none of the",1.0000
epic,http://hallofverygood.blogspot.com/2012/03/curtis-granderson-makes-his.html,"at all, you know that WrestleMania is barreling down on all of us and it is shaping up to be epic.
That being said, when Curtis Granderson emerges from the clubhous wearing a ""Hulkamania"" t-shirt...you've gotta ask him about the squared",1.0000
lol,https://iamjirah.wordpress.com/2016/01/29/almost-a-date-with-mr-grim-reaper/,"now. I still got a chance to breathe. Cheers to more frequent crossing of roads (in a right lane, though. Lol)",1.0000
lol,http://selfabsorb.blogspot.com/2008/01/incomplete.html,"be bucket loads of tears too? Well, you know things sure won't start well when I'm already being so pessimistic. LOL.
MCR (God, I'm in love with their ""Kill All Your Friends"" right now) has sparked this desire in me to",1.0000
lol,http://selfabsorb.blogspot.com/2008/01/incomplete.html,"Wtf.
- Piles of shit are everywhere. Dog shit, human shit, who knows? Why isn't it like that over here? lol
- I constantly felt like a foreigner. It's like being constantly reminded that I didn't belong there.
-It was fucking",1.0000
rad,http://thegoldsister.com/blogging-resources/,"cohesive, because it lets you upload and rearrange photos to see how everything looks together before you hit publish. How rad is that?? I’ve got friends who’ve got their feeds planned a month or two in advance! Click HERE to sign",1.0000
